Julian Date	Pc Latitude (deg)	Aerosol Opacity	Uncertainty
2456660.5	32	1.414	0.287
2456720.5	32	1.372	0.281
2456780.5	32	1.32	0.274
2456840.5	32	1.295	0.271
2456900.5	32	1.261	0.267
2456960.5	32	1.227	0.263
2457020.5	32	1.188	0.258
2457080.5	32	1.158	0.255
2457140.5	32	1.15	0.255
2457200.5	32	1.107	0.249
2457260.5	32	1.077	0.245
2457320.5	32	1.059	0.242
2457380.5	32	1.044	0.24
2457440.5	32	1.035	0.239
2457500.5	32	1.028	0.238
2457560.5	32	1.024	0.237
2457620.5	32	1.046	0.24
2457680.5	32	1.05	0.24
2457740.5	32	1.057	0.241
2457800.5	32	1.064	0.242
2457860.5	32	1.068	0.243
2457920.5	32	1.064	0.242
2457980.5	32	1.061	0.242
2458040.5	32	1.058	0.242
2458100.5	32	1.06	0.243
2458160.5	32	1.067	0.244
2458220.5	32	1.062	0.244
2458280.5	32	1.073	0.245
2458340.5	32	1.064	0.244
2458400.5	32	1.055	0.243
2458460.5	32	1.057	0.243
2458520.5	32	1.072	0.245
2458580.5	32	1.094	0.248
2458640.5	32	1.08	0.246
2458700.5	32	1.084	0.246
2458760.5	32	1.086	0.246
2445380.5	34	1.328	0.456
2445440.5	34	1.341	0.459
2445500.5	34	1.354	0.462
2445560.5	34	1.377	0.467
2445620.5	34	1.377	0.467
2445680.5	34	1.357	0.462
2445740.5	34	1.333	0.456
2445800.5	34	1.314	0.452
2445860.5	34	1.305	0.449
2445920.5	34	1.32	0.453
2445980.5	34	1.332	0.456
2446040.5	34	1.338	0.457
2446100.5	34	1.336	0.455
2446160.5	34	1.325	0.452
2446220.5	34	1.305	0.447
2446280.5	34	1.28	0.44
2446340.5	34	1.253	0.433
2446400.5	34	1.234	0.428
2446460.5	34	1.189	0.417
2446520.5	34	1.162	0.411
2446580.5	34	1.147	0.407
2446640.5	34	1.127	0.403
2446700.5	34	1.094	0.396
2446760.5	34	1.085	0.393
2446820.5	34	1.076	0.391
2446880.5	34	1.083	0.392
2446940.5	34	1.113	0.399
2447000.5	34	1.173	0.412
2447060.5	34	1.237	0.426
2447120.5	34	1.309	0.441
2447180.5	34	1.385	0.458
2447240.5	34	1.433	0.468
2447300.5	34	1.482	0.479
2447360.5	34	1.534	0.491
2447420.5	34	1.558	0.496
2447480.5	34	1.557	0.496
2447540.5	34	1.528	0.489
2447600.5	34	1.478	0.477
2447660.5	34	1.405	0.461
2447720.5	34	1.323	0.443
2447780.5	34	1.245	0.426
2447840.5	34	1.179	0.411
2447900.5	34	1.104	0.396
2447960.5	34	1.067	0.388
2448020.5	34	1.052	0.385
2448080.5	34	1.06	0.388
2448140.5	34	1.086	0.394
2448200.5	34	1.123	0.403
2448260.5	34	1.155	0.411
2448320.5	34	1.185	0.418
2448380.5	34	1.206	0.423
2448440.5	34	1.222	0.428
2448500.5	34	1.237	0.432
2448560.5	34	1.256	0.437
2448620.5	34	1.269	0.44
2448680.5	34	1.26	0.439
2448740.5	34	1.261	0.439
2448800.5	34	1.257	0.438
2448860.5	34	1.245	0.436
2448920.5	34	1.252	0.438
2448980.5	34	1.267	0.442
2449040.5	34	1.289	0.448
2449100.5	34	1.305	0.453
2449160.5	34	1.315	0.456
2449220.5	34	1.319	0.457
2449280.5	34	1.317	0.457
2449340.5	34	1.309	0.455
2449400.5	34	1.295	0.451
2449460.5	34	1.28	0.446
2449520.5	34	1.263	0.441
2449580.5	34	1.227	0.431
2449640.5	34	1.22	0.428
2449700.5	34	1.23	0.428
2449760.5	34	1.243	0.429
2449820.5	34	1.257	0.43
2449880.5	34	1.264	0.431
2449940.5	34	1.268	0.431
2450000.5	34	1.273	0.431
2450060.5	34	1.262	0.428
2450120.5	34	1.262	0.277
2450180.5	34	1.268	0.278
2450240.5	34	1.28	0.28
2450300.5	34	1.284	0.282
2450360.5	34	1.286	0.283
2450420.5	34	1.272	0.282
2450480.5	34	1.257	0.28
2450540.5	34	1.243	0.278
2450600.5	34	1.237	0.276
2450660.5	34	1.247	0.276
2450720.5	34	1.258	0.277
2450780.5	34	1.261	0.275
2450840.5	34	1.252	0.272
2450900.5	34	1.242	0.267
2450960.5	34	1.238	0.265
2451020.5	34	1.223	0.261
2451080.5	34	1.254	0.263
2451140.5	34	1.295	0.269
2451200.5	34	1.332	0.273
2451260.5	34	1.36	0.277
2451320.5	34	1.363	0.278
2451380.5	34	1.379	0.281
2451440.5	34	1.381	0.282
2451500.5	34	1.352	0.277
2451560.5	34	1.313	0.271
2451620.5	34	1.281	0.266
2451680.5	34	1.247	0.261
2451740.5	34	1.226	0.258
2451800.5	34	1.214	0.257
2451860.5	34	1.214	0.257
2451920.5	34	1.235	0.261
2451980.5	34	1.289	0.269
2452040.5	34	1.353	0.28
2452100.5	34	1.434	0.294
2452160.5	34	1.505	0.306
2452220.5	34	1.554	0.316
2452280.5	34	1.575	0.32
2452340.5	34	1.579	0.322
2452400.5	34	1.576	0.322
2452460.5	34	1.558	0.32
2452520.5	34	1.532	0.316
2452580.5	34	1.494	0.31
2452640.5	34	1.433	0.3
2452700.5	34	1.36	0.288
2452760.5	34	1.273	0.275
2452820.5	34	1.253	0.272
2452880.5	34	1.242	0.271
2452940.5	34	1.236	0.271
2453000.5	34	1.23	0.271
2453060.5	34	1.23	0.272
2453120.5	34	1.179	0.264
2453180.5	34	1.117	0.255
2453240.5	34	1.071	0.249
2453300.5	34	1.045	0.246
2453360.5	34	1.028	0.244
2453420.5	34	1.03	0.245
2453480.5	34	1.022	0.244
2453540.5	34	1.047	0.249
2453600.5	34	1.059	0.252
2453660.5	34	1.091	0.258
2453720.5	34	1.105	0.261
2453780.5	34	1.11	0.262
2453840.5	34	1.113	0.263
2453900.5	34	1.121	0.265
2453960.5	34	1.135	0.268
2454020.5	34	1.133	0.268
2454080.5	34	1.105	0.264
2454140.5	34	1.044	0.253
2454200.5	34	0.971	0.242
2454260.5	34	0.92	0.234
2454320.5	34	0.883	0.228
2454380.5	34	0.864	0.224
2454440.5	34	0.871	0.224
2454500.5	34	0.91	0.229
2454560.5	34	0.941	0.232
2454620.5	34	0.994	0.239
2454680.5	34	1.076	0.25
2454740.5	34	1.174	0.264
2454800.5	34	1.278	0.28
2454860.5	34	1.351	0.291
2454920.5	34	1.383	0.295
2454980.5	34	1.405	0.299
2455040.5	34	1.371	0.292
2455100.5	34	1.335	0.286
2455160.5	34	1.246	0.271
2455220.5	34	1.143	0.254
2455280.5	34	1.044	0.238
2455340.5	34	0.971	0.228
2455400.5	34	0.932	0.222
2455460.5	34	0.915	0.219
2455520.5	34	0.921	0.219
2455580.5	34	0.932	0.22
2455640.5	34	0.958	0.223
2455700.5	34	1.002	0.228
2455760.5	34	1.074	0.237
2455820.5	34	1.153	0.247
2455880.5	34	1.238	0.259
2455940.5	34	1.323	0.272
2456000.5	34	1.402	0.284
2456060.5	34	1.472	0.295
2456120.5	34	1.534	0.306
2456180.5	34	1.591	0.316
2456240.5	34	1.651	0.327
2456300.5	34	1.67	0.332
2456360.5	34	1.653	0.33
2456420.5	34	1.609	0.323
2456480.5	34	1.548	0.313
2456540.5	34	1.483	0.304
2456600.5	34	1.413	0.293
2456660.5	34	1.347	0.284
2456720.5	34	1.319	0.28
2456780.5	34	1.234	0.268
2456840.5	34	1.177	0.26
2456900.5	34	1.123	0.253
2456960.5	34	1.075	0.247
2457020.5	34	1.034	0.242
2457080.5	34	1.009	0.239
2457140.5	34	1.004	0.24
2457200.5	34	0.984	0.237
2457260.5	34	0.989	0.239
2457320.5	34	1.005	0.242
2457380.5	34	1.013	0.243
2457440.5	34	1.019	0.245
2457500.5	34	1.028	0.246
2457560.5	34	1.024	0.245
2457620.5	34	1.021	0.245
2457680.5	34	1.002	0.242
2457740.5	34	1.003	0.242
2457800.5	34	1.011	0.243
2457860.5	34	1.014	0.244
2457920.5	34	0.998	0.241
2457980.5	34	0.983	0.239
2458040.5	34	0.97	0.238
2458100.5	34	0.97	0.238
2458160.5	34	0.991	0.242
2458220.5	34	0.959	0.237
2458280.5	34	0.95	0.235
2458340.5	34	0.922	0.231
2458400.5	34	0.891	0.227
2458460.5	34	0.866	0.223
2458520.5	34	0.847	0.22
2458580.5	34	0.833	0.218
2458640.5	34	0.807	0.214
2458700.5	34	0.809	0.214
2458760.5	34	0.817	0.215
2445380.5	36	1.141	0.412
2445440.5	36	1.153	0.415
2445500.5	36	1.168	0.419
2445560.5	36	1.193	0.424
2445620.5	36	1.206	0.427
2445680.5	36	1.204	0.427
2445740.5	36	1.2	0.426
2445800.5	36	1.203	0.427
2445860.5	36	1.214	0.43
2445920.5	36	1.249	0.438
2445980.5	36	1.278	0.445
2446040.5	36	1.296	0.449
2446100.5	36	1.3	0.449
2446160.5	36	1.29	0.446
2446220.5	36	1.268	0.441
2446280.5	36	1.237	0.432
2446340.5	36	1.201	0.422
2446400.5	36	1.164	0.413
2446460.5	36	1.119	0.402
2446520.5	36	1.093	0.396
2446580.5	36	1.084	0.393
2446640.5	36	1.064	0.389
2446700.5	36	1.035	0.382
2446760.5	36	1.026	0.38
2446820.5	36	1.013	0.377
2446880.5	36	1.022	0.379
2446940.5	36	1.051	0.385
2447000.5	36	1.105	0.397
2447060.5	36	1.16	0.409
2447120.5	36	1.22	0.422
2447180.5	36	1.266	0.432
2447240.5	36	1.295	0.438
2447300.5	36	1.334	0.447
2447360.5	36	1.379	0.457
2447420.5	36	1.401	0.462
2447480.5	36	1.406	0.463
2447540.5	36	1.389	0.459
2447600.5	36	1.354	0.451
2447660.5	36	1.296	0.438
2447720.5	36	1.231	0.424
2447780.5	36	1.165	0.409
2447840.5	36	1.102	0.396
2447900.5	36	1.044	0.383
2447960.5	36	1.016	0.378
2448020.5	36	1.009	0.377
2448080.5	36	1.02	0.379
2448140.5	36	1.046	0.386
2448200.5	36	1.08	0.394
2448260.5	36	1.102	0.399
2448320.5	36	1.133	0.407
2448380.5	36	1.158	0.414
2448440.5	36	1.182	0.42
2448500.5	36	1.203	0.426
2448560.5	36	1.226	0.432
2448620.5	36	1.23	0.433
2448680.5	36	1.222	0.432
2448740.5	36	1.224	0.433
2448800.5	36	1.219	0.432
2448860.5	36	1.207	0.429
2448920.5	36	1.213	0.431
2448980.5	36	1.231	0.435
2449040.5	36	1.254	0.442
2449100.5	36	1.267	0.446
2449160.5	36	1.275	0.449
2449220.5	36	1.276	0.449
2449280.5	36	1.271	0.448
2449340.5	36	1.258	0.444
2449400.5	36	1.24	0.439
2449460.5	36	1.22	0.433
2449520.5	36	1.197	0.427
2449580.5	36	1.16	0.417
2449640.5	36	1.147	0.413
2449700.5	36	1.148	0.411
2449760.5	36	1.153	0.41
2449820.5	36	1.162	0.411
2449880.5	36	1.167	0.411
2449940.5	36	1.175	0.412
2450000.5	36	1.188	0.414
2450060.5	36	1.183	0.413
2450120.5	36	1.183	0.27
2450180.5	36	1.207	0.274
2450240.5	36	1.238	0.28
2450300.5	36	1.265	0.285
2450360.5	36	1.289	0.291
2450420.5	36	1.297	0.293
2450480.5	36	1.301	0.295
2450540.5	36	1.304	0.296
2450600.5	36	1.311	0.296
2450660.5	36	1.333	0.299
2450720.5	36	1.348	0.299
2450780.5	36	1.34	0.296
2450840.5	36	1.326	0.29
2450900.5	36	1.307	0.284
2450960.5	36	1.287	0.278
2451020.5	36	1.255	0.271
2451080.5	36	1.265	0.27
2451140.5	36	1.284	0.271
2451200.5	36	1.297	0.273
2451260.5	36	1.306	0.274
2451320.5	36	1.292	0.271
2451380.5	36	1.292	0.272
2451440.5	36	1.282	0.271
2451500.5	36	1.241	0.265
2451560.5	36	1.204	0.259
2451620.5	36	1.176	0.255
2451680.5	36	1.157	0.252
2451740.5	36	1.156	0.252
2451800.5	36	1.164	0.254
2451860.5	36	1.181	0.257
2451920.5	36	1.216	0.263
2451980.5	36	1.286	0.274
2452040.5	36	1.351	0.285
2452100.5	36	1.422	0.298
2452160.5	36	1.47	0.307
2452220.5	36	1.488	0.311
2452280.5	36	1.489	0.312
2452340.5	36	1.47	0.31
2452400.5	36	1.443	0.306
2452460.5	36	1.403	0.3
2452520.5	36	1.363	0.294
2452580.5	36	1.317	0.287
2452640.5	36	1.262	0.278
2452700.5	36	1.203	0.269
2452760.5	36	1.137	0.258
2452820.5	36	1.127	0.258
2452880.5	36	1.117	0.257
2452940.5	36	1.109	0.256
2453000.5	36	1.097	0.255
2453060.5	36	1.087	0.254
2453120.5	36	1.035	0.247
2453180.5	36	0.976	0.238
2453240.5	36	0.943	0.234
2453300.5	36	0.931	0.233
2453360.5	36	0.926	0.233
2453420.5	36	0.938	0.236
2453480.5	36	0.919	0.233
2453540.5	36	0.935	0.236
2453600.5	36	0.944	0.239
2453660.5	36	0.98	0.245
2453720.5	36	1.002	0.249
2453780.5	36	1.019	0.253
2453840.5	36	1.039	0.256
2453900.5	36	1.07	0.262
2453960.5	36	1.109	0.269
2454020.5	36	1.125	0.272
2454080.5	36	1.105	0.269
2454140.5	36	1.053	0.26
2454200.5	36	0.988	0.249
2454260.5	36	0.937	0.24
2454320.5	36	0.884	0.231
2454380.5	36	0.843	0.224
2454440.5	36	0.823	0.22
2454500.5	36	0.833	0.221
2454560.5	36	0.831	0.219
2454620.5	36	0.855	0.222
2454680.5	36	0.909	0.229
2454740.5	36	0.993	0.24
2454800.5	36	1.107	0.257
2454860.5	36	1.221	0.274
2454920.5	36	1.31	0.288
2454980.5	36	1.416	0.307
2455040.5	36	1.459	0.314
2455100.5	36	1.469	0.315
2455160.5	36	1.403	0.302
2455220.5	36	1.304	0.284
2455280.5	36	1.195	0.265
2455340.5	36	1.108	0.251
2455400.5	36	1.044	0.24
2455460.5	36	0.99	0.232
2455520.5	36	0.949	0.225
2455580.5	36	0.916	0.22
2455640.5	36	0.907	0.217
2455700.5	36	0.913	0.218
2455760.5	36	0.946	0.221
2455820.5	36	0.994	0.227
2455880.5	36	1.062	0.236
2455940.5	36	1.144	0.247
2456000.5	36	1.23	0.26
2456060.5	36	1.308	0.272
2456120.5	36	1.361	0.281
2456180.5	36	1.407	0.288
2456240.5	36	1.461	0.298
2456300.5	36	1.492	0.304
2456360.5	36	1.506	0.307
2456420.5	36	1.498	0.307
2456480.5	36	1.466	0.303
2456540.5	36	1.412	0.295
2456600.5	36	1.363	0.288
2456660.5	36	1.313	0.281
2456720.5	36	1.301	0.28
2456780.5	36	1.23	0.27
2456840.5	36	1.171	0.261
2456900.5	36	1.122	0.255
2456960.5	36	1.079	0.249
2457020.5	36	1.045	0.245
2457080.5	36	1.019	0.243
2457140.5	36	1.016	0.243
2457200.5	36	1.016	0.244
2457260.5	36	1.044	0.25
2457320.5	36	1.081	0.256
2457380.5	36	1.112	0.262
2457440.5	36	1.136	0.266
2457500.5	36	1.169	0.272
2457560.5	36	1.175	0.273
2457620.5	36	1.169	0.272
2457680.5	36	1.154	0.27
2457740.5	36	1.146	0.269
2457800.5	36	1.133	0.267
2457860.5	36	1.109	0.263
2457920.5	36	1.071	0.257
2457980.5	36	1.03	0.25
2458040.5	36	0.993	0.245
2458100.5	36	0.975	0.243
2458160.5	36	0.988	0.245
2458220.5	36	0.954	0.24
2458280.5	36	0.944	0.238
2458340.5	36	0.934	0.237
2458400.5	36	0.926	0.235
2458460.5	36	0.918	0.234
2458520.5	36	0.902	0.231
2458580.5	36	0.898	0.23
2458640.5	36	0.891	0.228
2458700.5	36	0.907	0.23
2458760.5	36	0.924	0.232
2445380.5	38	1.023	0.389
2445440.5	38	1.032	0.391
2445500.5	38	1.046	0.394
2445560.5	38	1.07	0.4
2445620.5	38	1.084	0.404
2445680.5	38	1.088	0.404
2445740.5	38	1.09	0.405
2445800.5	38	1.099	0.406
2445860.5	38	1.114	0.41
2445920.5	38	1.152	0.42
2445980.5	38	1.183	0.427
2446040.5	38	1.201	0.431
2446100.5	38	1.202	0.431
2446160.5	38	1.189	0.427
2446220.5	38	1.164	0.42
2446280.5	38	1.132	0.412
2446340.5	38	1.097	0.403
2446400.5	38	1.053	0.391
2446460.5	38	1.02	0.383
2446520.5	38	1.016	0.382
2446580.5	38	1.034	0.385
2446640.5	38	1.038	0.386
2446700.5	38	1.03	0.384
2446760.5	38	1.04	0.386
2446820.5	38	1.039	0.385
2446880.5	38	1.053	0.389
2446940.5	38	1.081	0.395
2447000.5	38	1.122	0.404
2447060.5	38	1.154	0.411
2447120.5	38	1.18	0.417
2447180.5	38	1.181	0.417
2447240.5	38	1.172	0.414
2447300.5	38	1.178	0.416
2447360.5	38	1.195	0.42
2447420.5	38	1.197	0.42
2447480.5	38	1.195	0.42
2447540.5	38	1.186	0.418
2447600.5	38	1.169	0.414
2447660.5	38	1.14	0.408
2447720.5	38	1.105	0.4
2447780.5	38	1.063	0.391
2447840.5	38	1.01	0.379
2447900.5	38	0.97	0.37
2447960.5	38	0.952	0.366
2448020.5	38	0.951	0.366
2448080.5	38	0.964	0.37
2448140.5	38	0.988	0.376
2448200.5	38	1.018	0.383
2448260.5	38	1.036	0.388
2448320.5	38	1.065	0.395
2448380.5	38	1.09	0.402
2448440.5	38	1.113	0.408
2448500.5	38	1.135	0.414
2448560.5	38	1.155	0.42
2448620.5	38	1.156	0.42
2448680.5	38	1.153	0.42
2448740.5	38	1.165	0.423
2448800.5	38	1.167	0.424
2448860.5	38	1.157	0.421
2448920.5	38	1.173	0.425
2448980.5	38	1.202	0.433
2449040.5	38	1.235	0.442
2449100.5	38	1.258	0.448
2449160.5	38	1.274	0.453
2449220.5	38	1.279	0.454
2449280.5	38	1.272	0.452
2449340.5	38	1.253	0.448
2449400.5	38	1.225	0.44
2449460.5	38	1.193	0.431
2449520.5	38	1.156	0.421
2449580.5	38	1.11	0.409
2449640.5	38	1.081	0.401
2449700.5	38	1.062	0.395
2449760.5	38	1.048	0.391
2449820.5	38	1.04	0.388
2449880.5	38	1.035	0.386
2449940.5	38	1.04	0.387
2450000.5	38	1.056	0.39
2450060.5	38	1.062	0.391
2450120.5	38	1.062	0.254
2450180.5	38	1.106	0.262
2450240.5	38	1.156	0.271
2450300.5	38	1.202	0.279
2450360.5	38	1.25	0.289
2450420.5	38	1.281	0.296
2450480.5	38	1.305	0.301
2450540.5	38	1.326	0.305
2450600.5	38	1.344	0.308
2450660.5	38	1.375	0.312
2450720.5	38	1.389	0.312
2450780.5	38	1.377	0.307
2450840.5	38	1.36	0.301
2450900.5	38	1.336	0.293
2450960.5	38	1.31	0.286
2451020.5	38	1.274	0.277
2451080.5	38	1.268	0.274
2451140.5	38	1.27	0.273
2451200.5	38	1.268	0.271
2451260.5	38	1.262	0.27
2451320.5	38	1.236	0.266
2451380.5	38	1.225	0.265
2451440.5	38	1.207	0.263
2451500.5	38	1.16	0.256
2451560.5	38	1.121	0.25
2451620.5	38	1.094	0.246
2451680.5	38	1.083	0.244
2451740.5	38	1.099	0.247
2451800.5	38	1.118	0.25
2451860.5	38	1.146	0.255
2451920.5	38	1.187	0.262
2451980.5	38	1.261	0.274
2452040.5	38	1.321	0.284
2452100.5	38	1.377	0.295
2452160.5	38	1.402	0.3
2452220.5	38	1.395	0.3
2452280.5	38	1.382	0.299
2452340.5	38	1.351	0.295
2452400.5	38	1.311	0.289
2452460.5	38	1.26	0.281
2452520.5	38	1.212	0.273
2452580.5	38	1.169	0.267
2452640.5	38	1.122	0.259
2452700.5	38	1.077	0.253
2452760.5	38	1.028	0.246
2452820.5	38	1.028	0.246
2452880.5	38	1.027	0.247
2452940.5	38	1.024	0.247
2453000.5	38	1.016	0.246
2453060.5	38	1.003	0.245
2453120.5	38	0.958	0.239
2453180.5	38	0.91	0.232
2453240.5	38	0.892	0.23
2453300.5	38	0.889	0.23
2453360.5	38	0.889	0.231
2453420.5	38	0.906	0.234
2453480.5	38	0.886	0.232
2453540.5	38	0.893	0.234
2453600.5	38	0.897	0.235
2453660.5	38	0.94	0.243
2453720.5	38	0.962	0.247
2453780.5	38	0.979	0.25
2453840.5	38	0.999	0.254
2453900.5	38	1.036	0.26
2453960.5	38	1.086	0.27
2454020.5	38	1.112	0.275
2454080.5	38	1.102	0.273
2454140.5	38	1.066	0.266
2454200.5	38	1.019	0.257
2454260.5	38	0.989	0.252
2454320.5	38	0.944	0.243
2454380.5	38	0.904	0.236
2454440.5	38	0.881	0.231
2454500.5	38	0.875	0.229
2454560.5	38	0.858	0.225
2454620.5	38	0.865	0.225
2454680.5	38	0.899	0.229
2454740.5	38	0.964	0.238
2454800.5	38	1.061	0.252
2454860.5	38	1.162	0.267
2454920.5	38	1.252	0.282
2454980.5	38	1.367	0.301
2455040.5	38	1.442	0.314
2455100.5	38	1.5	0.324
2455160.5	38	1.468	0.317
2455220.5	38	1.396	0.303
2455280.5	38	1.311	0.287
2455340.5	38	1.246	0.276
2455400.5	38	1.199	0.267
2455460.5	38	1.148	0.258
2455520.5	38	1.094	0.249
2455580.5	38	1.053	0.242
2455640.5	38	1.042	0.239
2455700.5	38	1.028	0.236
2455760.5	38	1.023	0.234
2455820.5	38	1.028	0.234
2455880.5	38	1.053	0.237
2455940.5	38	1.092	0.242
2456000.5	38	1.138	0.249
2456060.5	38	1.18	0.255
2456120.5	38	1.197	0.258
2456180.5	38	1.222	0.263
2456240.5	38	1.259	0.269
2456300.5	38	1.288	0.274
2456360.5	38	1.323	0.281
2456420.5	38	1.352	0.287
2456480.5	38	1.367	0.291
2456540.5	38	1.358	0.291
2456600.5	38	1.35	0.291
2456660.5	38	1.333	0.289
2456720.5	38	1.333	0.29
2456780.5	38	1.289	0.284
2456840.5	38	1.237	0.276
2456900.5	38	1.184	0.269
2456960.5	38	1.134	0.262
2457020.5	38	1.103	0.258
2457080.5	38	1.102	0.259
2457140.5	38	1.1	0.26
2457200.5	38	1.102	0.261
2457260.5	38	1.117	0.265
2457320.5	38	1.144	0.27
2457380.5	38	1.163	0.274
2457440.5	38	1.176	0.277
2457500.5	38	1.197	0.282
2457560.5	38	1.206	0.283
2457620.5	38	1.193	0.281
2457680.5	38	1.183	0.279
2457740.5	38	1.166	0.277
2457800.5	38	1.142	0.273
2457860.5	38	1.115	0.268
2457920.5	38	1.084	0.263
2457980.5	38	1.059	0.259
2458040.5	38	1.046	0.257
2458100.5	38	1.051	0.259
2458160.5	38	1.084	0.265
2458220.5	38	1.091	0.266
2458280.5	38	1.105	0.269
2458340.5	38	1.117	0.271
2458400.5	38	1.126	0.272
2458460.5	38	1.133	0.273
2458520.5	38	1.136	0.272
2458580.5	38	1.135	0.271
2458640.5	38	1.128	0.269
2458700.5	38	1.128	0.269
2458760.5	38	1.131	0.268
2445380.5	40	0.957	0.378
2445440.5	40	0.968	0.381
2445500.5	40	0.983	0.385
2445560.5	40	1.004	0.39
2445620.5	40	1.027	0.396
2445680.5	40	1.033	0.397
2445740.5	40	1.035	0.397
2445800.5	40	1.041	0.398
2445860.5	40	1.054	0.401
2445920.5	40	1.088	0.409
2445980.5	40	1.117	0.416
2446040.5	40	1.136	0.42
2446100.5	40	1.139	0.42
2446160.5	40	1.13	0.417
2446220.5	40	1.109	0.411
2446280.5	40	1.082	0.404
2446340.5	40	1.052	0.396
2446400.5	40	1.008	0.384
2446460.5	40	0.986	0.378
2446520.5	40	0.994	0.38
2446580.5	40	1.023	0.386
2446640.5	40	1.03	0.388
2446700.5	40	1.029	0.387
2446760.5	40	1.04	0.389
2446820.5	40	1.036	0.388
2446880.5	40	1.044	0.39
2446940.5	40	1.06	0.394
2447000.5	40	1.086	0.4
2447060.5	40	1.109	0.405
2447120.5	40	1.113	0.406
2447180.5	40	1.095	0.401
2447240.5	40	1.072	0.396
2447300.5	40	1.067	0.395
2447360.5	40	1.07	0.396
2447420.5	40	1.062	0.394
2447480.5	40	1.055	0.392
2447540.5	40	1.048	0.391
2447600.5	40	1.041	0.389
2447660.5	40	1.026	0.386
2447720.5	40	1.008	0.382
2447780.5	40	0.98	0.376
2447840.5	40	0.937	0.365
2447900.5	40	0.913	0.36
2447960.5	40	0.908	0.359
2448020.5	40	0.917	0.362
2448080.5	40	0.938	0.367
2448140.5	40	0.969	0.375
2448200.5	40	1.003	0.384
2448260.5	40	1.023	0.389
2448320.5	40	1.052	0.397
2448380.5	40	1.076	0.404
2448440.5	40	1.096	0.409
2448500.5	40	1.111	0.414
2448560.5	40	1.122	0.417
2448620.5	40	1.114	0.415
2448680.5	40	1.112	0.415
2448740.5	40	1.124	0.419
2448800.5	40	1.123	0.419
2448860.5	40	1.108	0.415
2448920.5	40	1.118	0.417
2448980.5	40	1.142	0.424
2449040.5	40	1.17	0.432
2449100.5	40	1.188	0.437
2449160.5	40	1.198	0.44
2449220.5	40	1.196	0.44
2449280.5	40	1.183	0.437
2449340.5	40	1.158	0.429
2449400.5	40	1.125	0.42
2449460.5	40	1.087	0.409
2449520.5	40	1.047	0.397
2449580.5	40	1.005	0.385
2449640.5	40	0.973	0.376
2449700.5	40	0.946	0.369
2449760.5	40	0.925	0.363
2449820.5	40	0.911	0.359
2449880.5	40	0.903	0.356
2449940.5	40	0.909	0.358
2450000.5	40	0.93	0.363
2450060.5	40	0.948	0.367
2450120.5	40	0.948	0.243
2450180.5	40	1.001	0.252
2450240.5	40	1.062	0.264
2450300.5	40	1.123	0.275
2450360.5	40	1.186	0.288
2450420.5	40	1.231	0.297
2450480.5	40	1.266	0.304
2450540.5	40	1.294	0.309
2450600.5	40	1.317	0.313
2450660.5	40	1.348	0.317
2450720.5	40	1.357	0.316
2450780.5	40	1.34	0.31
2450840.5	40	1.321	0.303
2450900.5	40	1.295	0.295
2450960.5	40	1.271	0.288
2451020.5	40	1.24	0.28
2451080.5	40	1.23	0.276
2451140.5	40	1.232	0.274
2451200.5	40	1.223	0.272
2451260.5	40	1.209	0.269
2451320.5	40	1.176	0.264
2451380.5	40	1.157	0.262
2451440.5	40	1.133	0.258
2451500.5	40	1.089	0.252
2451560.5	40	1.05	0.246
2451620.5	40	1.025	0.242
2451680.5	40	1.019	0.241
2451740.5	40	1.04	0.244
2451800.5	40	1.061	0.248
2451860.5	40	1.089	0.253
2451920.5	40	1.125	0.259
2451980.5	40	1.188	0.27
2452040.5	40	1.235	0.278
2452100.5	40	1.276	0.286
2452160.5	40	1.285	0.289
2452220.5	40	1.27	0.287
2452280.5	40	1.25	0.285
2452340.5	40	1.214	0.28
2452400.5	40	1.173	0.274
2452460.5	40	1.118	0.266
2452520.5	40	1.073	0.259
2452580.5	40	1.038	0.254
2452640.5	40	1	0.248
2452700.5	40	0.967	0.244
2452760.5	40	0.931	0.238
2452820.5	40	0.941	0.241
2452880.5	40	0.949	0.243
2452940.5	40	0.956	0.244
2453000.5	40	0.958	0.246
2453060.5	40	0.95	0.245
2453120.5	40	0.916	0.24
2453180.5	40	0.88	0.235
2453240.5	40	0.871	0.235
2453300.5	40	0.87	0.235
2453360.5	40	0.871	0.236
2453420.5	40	0.887	0.239
2453480.5	40	0.873	0.238
2453540.5	40	0.873	0.238
2453600.5	40	0.873	0.239
2453660.5	40	0.922	0.248
2453720.5	40	0.943	0.253
2453780.5	40	0.956	0.255
2453840.5	40	0.97	0.258
2453900.5	40	1.008	0.265
2453960.5	40	1.059	0.275
2454020.5	40	1.084	0.28
2454080.5	40	1.076	0.278
2454140.5	40	1.037	0.271
2454200.5	40	0.989	0.261
2454260.5	40	0.966	0.256
2454320.5	40	0.929	0.249
2454380.5	40	0.898	0.243
2454440.5	40	0.882	0.239
2454500.5	40	0.878	0.237
2454560.5	40	0.862	0.233
2454620.5	40	0.865	0.232
2454680.5	40	0.893	0.235
2454740.5	40	0.941	0.241
2454800.5	40	1.01	0.251
2454860.5	40	1.07	0.26
2454920.5	40	1.118	0.267
2454980.5	40	1.171	0.276
2455040.5	40	1.209	0.281
2455100.5	40	1.267	0.291
2455160.5	40	1.233	0.284
